id;Dossier structure;Dossier type;Product of last dossier version;Personal household (support unit);Persons in household total;Person category;Marital status;Nationality categories;In CH since birth;Age categories;Employment situation;Degree of employment;Part-time reason;Highest completed education;Trained profession category;last job category
id02610;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Anlehre;Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte;Berufe im Bereich personenbezogener Dienstleistungen
id00189;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;ledig;Schweiz;TRUE;36-45;Angestellt, regelmässig;Eine Teilzeitstelle (50-89%);Haushalt, familiäre Gründe;obligatorische Schule;kein | keine;Betreuungsberufe
id01447;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Maturität, Berufsmatura, Diplommittelschule;Betriebswirte und vergleichbare Spezialisten;Sonstige Bürokräfte und verwandte Berufe
id02505;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Anlehre;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id01259;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Verkaufskräfte
id04290;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;56-65;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id00468;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;36-45;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe;Fahrzeugführer und Bediener mobiler Anlagen
id03658;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe;Betreuungsberufe
id04236;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Paar ohne Kind / Kinder;verheiratet;Schweiz;TRUE;26-35;anderes (auf Arbeitssuche);;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id04903;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;zeitlich befristeter Vertrag;Vollzeit(90+);;obligatorische Schule;kein | keine;Betreuungsberufe
id00423;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;TRUE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Ingenieurtechnische und vergleichbare Fachkräfte;Betreuungsberufe
id01872;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Montageberufe;Berufe im Bereich personenbezogener Dienstleistungen
id01593;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;46-55;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe
id01006;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;ledig;Schweiz;TRUE;18-25;in der Lehre;Vollzeit(90+);;obligatorische Schule;kein | keine;Betreuungsberufe
id01257;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;56-65;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id04821;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Präzisionshandwerker, Drucker und kunsthandwerkliche Berufe;Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte
id02271;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (>3);Alleinstehend;ledig;Schweiz;TRUE;18-25;Arbeit auf Abruf;Mehrere Teilzeitstellen;;obligatorische Schule;kein | keine;Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte
id03081;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;46-55;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Verkaufskräfte
id01737;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;18-25;in der Lehre;Vollzeit(90+);;obligatorische Schule;kein | keine;
id01235;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;18-25;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;kein | keine
id04209;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id04930;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;Schweiz;TRUE;36-45;Selbstständig;;;Schulbesuch weniger als 7 Jahre;kein | keine;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe
id02267;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id02944;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Fahrzeugführer und Bediener mobiler Anlagen;Fahrzeugführer und Bediener mobiler Anlagen
id03247;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Verkaufskräfte
id04023;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;verwitwet;Schweiz;TRUE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Hilfsarbeitskräfte, onA
id02799;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;TRUE;56-65;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Fahrzeugführer und Bediener mobiler Anlagen;Hilfsarbeitskräfte, onA
id02211;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;TRUE;46-55;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Verkaufskräfte;Fahrzeugführer und Bediener mobiler Anlagen
id04526;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Betriebswirtschaftliche und kaufmännische Fachkräfte und Verwaltungsfachkräfte
id00356;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;geschieden;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Montageberufe;Montageberufe
id02976;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Paar ohne Kind / Kinder;verheiratet;Schweiz;TRUE;56-65;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Betriebswirtschaftliche und kaufmännische Fachkräfte und Verwaltungsfachkräfte
id01924;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;18-25;Rentner/in;;;Anlehre;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id03418;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;verheiratet;Schweiz;TRUE;26-35;Haushalt, familiäre Gründe;;;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id00202;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;FALSE;46-55;vorübergehend arbeitsunfähig;;;obligatorische Schule;;Reinigungspersonal und Hilfskräfte
id04442;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Assistenzberufe im Gesundheitswesen
id03652;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;46-55;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id04742;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;Schweiz;TRUE;36-45;Angestellt, regelmässig;Eine Teilzeitstelle (50-89%);keine Vollzeitstelle;obligatorische Schule;kein | keine;Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte
id00168;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Betriebswirte und vergleichbare Spezialisten;Betriebswirte und vergleichbare Spezialisten
id03152;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (>3);Alleinstehend;ledig;Schweiz;TRUE;26-35;Arbeit auf Abruf;;;obligatorische Schule;kein | keine;Hilfskräfte in der Nahrungsmittelzubereitung
id01576;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id00093;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;verheiratet;Schweiz;TRUE;18-25;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id02079;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id00444;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;18-25;in der Lehre;Vollzeit(90+);;obligatorische Schule;kein | keine;Verkaufskräfte
id03688;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft
id01465;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id03190;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe
id00290;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id02029;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;geschieden;Schweiz;TRUE;36-45;;;;obligatorische Schule;Betreuungsberufe;
id00068;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;46-55;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);Krankheit;Anlehre;Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft;Hilfsarbeitskräfte, onA
id01749;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;46-55;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Verkaufskräfte;Hilfsarbeitskräfte, onA
id03913;Sozialhilfe;Inländer/innen;Rückerstattung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;46-55;;;;;kein | keine;kein | keine
id02667;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Hilfsarbeitskräfte, onA
id00635;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;TRUE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe;Fahrzeugführer und Bediener mobiler Anlagen
id00185;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id00849;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;46-55;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft
id04559;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verheiratet;Schweiz;FALSE;36-45;Arbeitsintegrationsprogramm;Eine Teilzeitstelle (50-89%);;Anlehre;Hilfsarbeitskräfte, onA;Hilfsarbeitskräfte, onA
id03319;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;Verkaufskräfte
id02762;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id03520;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;verheiratet;Schweiz;TRUE;46-55;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Präzisionshandwerker, Drucker und kunsthandwerkliche Berufe;Präzisionshandwerker, Drucker und kunsthandwerkliche Berufe
id01607;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;verheiratet;Schweiz;TRUE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Verkaufskräfte
id02363;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;36-45;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Schutzkräfte und Sicherheitsbedienstete;Schutzkräfte und Sicherheitsbedienstete
id00239;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id02063;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;Dauerinvalidität;;;obligatorische Schule;kein | keine;Hilfsarbeitskräfte, onA
id04057;Sozialhilfe;Inländer/innen;Rückerstattung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;46-55;;;;;kein | keine;kein | keine
id01562;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id00627;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;Anlehre;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id02820;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;TRUE;56-65;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);Krankheit;obligatorische Schule;kein | keine;
id02733;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;46-55;Selbstständig;Mehrere Teilzeitstellen;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Berufe im Bereich personenbezogener Dienstleistungen
id00786;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;Selbstständig;Eine Teilzeitstelle (50-89%);keine Vollzeitstelle;Berufslehre/-schule;Assistenzberufe im Gesundheitswesen;Assistenzberufe im Gesundheitswesen
id03482;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;Angestellt, regelmässig;Eine Teilzeitstelle (bis 49%);;Berufslehre/-schule;Assistenzberufe im Gesundheitswesen;Sonstige Bürokräfte und verwandte Berufe
id04741;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;anderes (erwerbstätig);Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;Berufslehre/-schule;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Lehrkräfte
id02328;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;46-55;Dauerinvalidität;;;obligatorische Schule;kein | keine;Hilfsarbeitskräfte, onA
id01454;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Spezialisten in Gesundheitsberufen;Spezialisten in Gesundheitsberufen
id04575;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;46-55;keine Chance auf dem Arbeitsmarkt;;;Anlehre;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen;Hilfsarbeitskräfte, onA
id00010;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Verkaufskräfte;Verkaufskräfte
id01427;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;kein | keine
id02051;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;FALSE;26-35;in Ausbildung (ohne Lehrlinge);;;obligatorische Schule;kein | keine;kein | keine
id00811;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;Dauerinvalidität;;;Anlehre;Hilfskräfte in der Nahrungsmittelzubereitung;kein | keine
id02567;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;Arbeit auf Abruf;Eine Teilzeitstelle (50-89%);;Berufslehre/-schule;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Juristische, soziale, kulturelle und verwandte Fachkräfte
id00371;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Allgemeine Büro- und Sekretariatskräfte
id04898;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;56-65;Dauerinvalidität;;;obligatorische Schule;kein | keine;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id04906;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;verwitwet;Schweiz;TRUE;56-65;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id04939;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Schulbesuch weniger als 7 Jahre;kein | keine;Reinigungspersonal und Hilfskräfte
